,Unnamed: 0,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,Toss_Win_Flag,Game_Win_Flag,Bat_First_Flag
655,1272.0,India,lost,74 runs,,lost,2nd,Sri Lanka,Dambulla,28 Aug 2010,75.0,137,26.0,44,0.547445255474,0.590909090909,0,0,0
656,1289.0,India,won,6 wickets,10.0,lost,2nd,Sri Lanka,Mumbai,2 Apr 2011,87.0,154,26.0,45,0.564935064935,0.577777777778,0,1,0
657,1301.0,India,won,4 wickets,20.0,lost,2nd,Sri Lanka,Perth,8 Feb 2012,95.0,166,27.0,46,0.572289156627,0.586956521739,0,1,0
658,1304.0,India,lost,51 runs,,lost,2nd,Sri Lanka,Brisbane,21 Feb 2012,97.0,169,28.0,47,0.573964497041,0.595744680851,0,0,0
659,1306.0,India,won,7 wickets,80.0,won,2nd,Sri Lanka,Hobart,28 Feb 2012,97.0,171,28.0,48,0.567251461988,0.583333333333,1,1,0
660,1307.0,India,won,50 runs,,lost,1st,Sri Lanka,Dhaka,13 Mar 2012,98.0,172,29.0,49,0.56976744186,0.591836734694,0,1,1
661,1310.0,India,won,21 runs,,won,1st,Sri Lanka,Hambantota,21 Jul 2012,100.0,175,30.0,50,0.571428571429,0.6,1,1,1
662,1311.0,India,lost,9 wickets,181.0,won,1st,Sri Lanka,Hambantota,24 Jul 2012,101.0,176,31.0,51,0.573863636364,0.607843137255,1,0,1
663,1312.0,India,won,5 wickets,2.0,lost,2nd,Sri Lanka,Colombo (RPS),28 Jul 2012,101.0,177,31.0,52,0.570621468927,0.596153846154,0,1,0
664,1313.0,India,won,6 wickets,46.0,lost,2nd,Sri Lanka,Colombo (RPS),31 Jul 2012,102.0,178,32.0,53,0.573033707865,0.603773584906,0,1,0
665,1314.0,India,won,20 runs,,won,1st,Sri Lanka,Pallekele,4 Aug 2012,103.0,179,33.0,54,0.575418994413,0.611111111111,1,1,1
666,1321.0,India,won,8 wickets,90.0,won,2nd,Sri Lanka,Cardiff,20 Jun 2013,108.0,186,34.0,55,0.58064516129,0.618181818182,1,1,0
667,1323.0,India,lost,161 runs,,won,2nd,Sri Lanka,Kingston,2 Jul 2013,109.0,188,35.0,56,0.579787234043,0.625,1,0,0
668,1325.0,India,won,81 runs,,lost,1st,Sri Lanka,Port of Spain,9 Jul 2013,110.0,190,35.0,57,0.578947368421,0.614035087719,0,1,1
669,1326.0,India,won,1 wickets,2.0,won,2nd,Sri Lanka,Port of Spain,11 Jul 2013,111.0,191,36.0,58,0.581151832461,0.620689655172,1,1,0
670,1342.0,India,lost,2 wickets,4.0,lost,1st,Sri Lanka,Fatullah,28 Feb 2014,118.0,207,37.0,59,0.570048309179,0.627118644068,0,0,1
671,1349.0,India,won,169 runs,,lost,1st,Sri Lanka,Cuttack,2 Nov 2014,122.0,214,37.0,60,0.570093457944,0.616666666667,0,1,1
672,1350.0,India,won,6 wickets,33.0,lost,2nd,Sri Lanka,Ahmedabad,6 Nov 2014,123.0,215,38.0,61,0.572093023256,0.622950819672,0,1,0
673,1351.0,India,won,6 wickets,35.0,lost,2nd,Sri Lanka,Hyderabad (Deccan),9 Nov 2014,124.0,216,39.0,62,0.574074074074,0.629032258065,0,1,0
674,1352.0,India,won,153 runs,,won,1st,Sri Lanka,Kolkata,13 Nov 2014,125.0,217,40.0,63,0.576036866359,0.634920634921,1,1,1
675,1353.0,India,won,3 wickets,8.0,lost,2nd,Sri Lanka,Ranchi,16 Nov 2014,126.0,218,41.0,64,0.577981651376,0.640625,0,1,0
676,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
677,1135.0,India,won,87 runs,,won,1st,Pakistan,Kochi,2 Apr 2005,0.0,0,0.0,0,,,1,1,1
678,1136.0,India,won,58 runs,,won,1st,Pakistan,Visakhapatnam,5 Apr 2005,1.0,1,1.0,1,1.0,1.0,1,1,1
679,1137.0,India,lost,106 runs,,lost,2nd,Pakistan,Jamshedpur,9 Apr 2005,2.0,2,2.0,2,1.0,1.0,0,0,0
680,1138.0,India,lost,3 wickets,0.0,won,1st,Pakistan,Ahmedabad,12 Apr 2005,2.0,3,2.0,3,0.666666666667,0.666666666667,1,0,1
681,1139.0,India,lost,5 wickets,47.0,won,1st,Pakistan,Kanpur,15 Apr 2005,2.0,4,2.0,4,0.5,0.5,1,0,1
682,1140.0,India,lost,159 runs,,lost,2nd,Pakistan,Delhi,17 Apr 2005,2.0,5,2.0,5,0.4,0.4,0,0,0
683,1160.0,India,lost,7 runs,,lost,1st,Pakistan,Peshawar,6 Feb 2006,13.0,25,2.0,6,0.52,0.333333333333,0,0,1
684,1161.0,India,won,7 wickets,41.0,lost,2nd,Pakistan,Rawalpindi,11 Feb 2006,13.0,26,2.0,7,0.5,0.285714285714,0,1,0
685,1162.0,India,won,5 wickets,14.0,won,2nd,Pakistan,Lahore,13 Feb 2006,14.0,27,3.0,8,0.518518518519,0.375,1,1,0
686,1163.0,India,won,5 wickets,105.0,won,2nd,Pakistan,Multan,16 Feb 2006,15.0,28,4.0,9,0.535714285714,0.444444444444,1,1,0
687,1164.0,India,won,8 wickets,19.0,won,2nd,Pakistan,Karachi,19 Feb 2006,16.0,29,5.0,10,0.551724137931,0.5,1,1,0
688,1165.0,India,lost,6 wickets,9.0,won,1st,Pakistan,Abu Dhabi,18 Apr 2006,17.0,30,6.0,11,0.566666666667,0.545454545455,1,0,1
689,1166.0,India,won,51 runs,,won,1st,Pakistan,Abu Dhabi,19 Apr 2006,17.0,31,6.0,12,0.548387096774,0.5,1,1,1
690,1201.0,India,won,5 wickets,18.0,lost,2nd,Pakistan,Guwahati,5 Nov 2007,31.0,66,7.0,13,0.469696969697,0.538461538462,0,1,0
691,1202.0,India,lost,4 wickets,1.0,won,1st,Pakistan,Mohali,8 Nov 2007,32.0,67,8.0,14,0.477611940299,0.571428571429,1,0,1
692,1203.0,India,won,46 runs,,lost,1st,Pakistan,Kanpur,11 Nov 2007,32.0,68,8.0,15,0.470588235294,0.533333333333,0,1,1
693,1204.0,India,won,6 wickets,21.0,lost,2nd,Pakistan,Gwalior,15 Nov 2007,33.0,69,9.0,16,0.478260869565,0.5625,0,1,0
694,1205.0,India,lost,31 runs,,won,2nd,Pakistan,Jaipur,18 Nov 2007,34.0,70,10.0,17,0.485714285714,0.588235294118,1,0,0
695,1214.0,India,won,140 runs,,won,1st,Pakistan,Dhaka,10 Jun 2008,39.0,79,10.0,18,0.493670886076,0.555555555556,1,1,1
696,1216.0,India,lost,25 runs,,lost,2nd,Pakistan,Dhaka,14 Jun 2008,41.0,81,11.0,19,0.506172839506,0.578947368421,0,0,0
697,1217.0,India,won,6 wickets,47.0,lost,2nd,Pakistan,Karachi,26 Jun 2008,41.0,82,11.0,20,0.5,0.55,0,1,0
698,1219.0,India,lost,8 wickets,27.0,won,1st,Pakistan,Karachi,2 Jul 2008,43.0,84,12.0,21,0.511904761905,0.571428571429,1,0,1
699,1242.0,India,lost,54 runs,,lost,2nd,Pakistan,Centurion,26 Sep 2009,58.0,107,12.0,22,0.542056074766,0.545454545455,0,0,0
700,1265.0,India,won,3 wickets,1.0,lost,2nd,Pakistan,Dambulla,19 Jun 2010,71.0,130,12.0,23,0.546153846154,0.521739130435,0,1,0
701,1288.0,India,won,29 runs,,won,1st,Pakistan,Mohali,30 Mar 2011,86.0,153,13.0,24,0.562091503268,0.541666666667,1,1,1
702,1309.0,India,won,6 wickets,13.0,lost,2nd,Pakistan,Dhaka,18 Mar 2012,99.0,174,14.0,25,0.568965517241,0.56,0,1,0
703,1315.0,India,lost,6 wickets,11.0,lost,1st,Pakistan,Chennai,30 Dec 2012,104.0,180,15.0,26,0.577777777778,0.576923076923,0,0,1
704,1316.0,India,lost,85 runs,,won,2nd,Pakistan,Kolkata,3 Jan 2013,104.0,181,15.0,27,0.574585635359,0.555555555556,1,0,0
705,1317.0,India,won,10 runs,,won,1st,Pakistan,Delhi,6 Jan 2013,104.0,182,15.0,28,0.571428571429,0.535714285714,1,1,1
706,1320.0,India,won,8 wickets,17.0,won,2nd,Pakistan,Birmingham,15 Jun 2013,107.0,185,16.0,29,0.578378378378,0.551724137931,1,1,0
707,1343.0,India,lost,1 wickets,2.0,lost,1st,Pakistan,Dhaka,2 Mar 2014,118.0,208,17.0,30,0.567307692308,0.566666666667,0,0,1
708,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
709,1146.0,India,lost,51 runs,,lost,2nd,New Zealand,Bulawayo,26 Aug 2005,4.0,11,0.0,0,0.363636363636,,0,0,0
710,1147.0,India,won,6 wickets,15.0,lost,2nd,New Zealand,Harare,2 Sep 2005,4.0,12,0.0,1,0.333333333333,0.0,0,1,0
711,1148.0,India,lost,6 wickets,11.0,won,1st,New Zealand,Harare,6 Sep 2005,5.0,13,1.0,2,0.384615384615,0.5,1,0,1
712,1232.0,India,won,53 runs,,won,1st,New Zealand,Napier,3 Mar 2009,51.0,97,1.0,3,0.525773195876,0.333333333333,1,1,1
713,1233.0,India,won,58 runs,,lost,1st,New Zealand,Christchurch,8 Mar 2009,52.0,98,2.0,4,0.530612244898,0.5,0,1,1
714,1234.0,India,won,84 runs,,lost,2nd,New Zealand,Hamilton,11 Mar 2009,53.0,99,3.0,5,0.535353535354,0.6,0,1,0
715,1235.0,India,lost,8 wickets,118.0,won,1st,New Zealand,Auckland,14 Mar 2009,54.0,100,4.0,6,0.54,0.666666666667,1,0,1
716,1239.0,India,won,6 wickets,57.0,lost,2nd,New Zealand,Colombo (RPS),11 Sep 2009,56.0,104,4.0,7,0.538461538462,0.571428571429,0,1,0
717,1268.0,India,lost,200 runs,,lost,2nd,New Zealand,Dambulla,10 Aug 2010,73.0,133,5.0,8,0.548872180451,0.625,0,0,0
718,1271.0,India,won,105 runs,,won,1st,New Zealand,Dambulla,25 Aug 2010,74.0,136,5.0,9,0.544117647059,0.555555555556,1,1,1
719,1274.0,India,won,40 runs,,lost,1st,New Zealand,Guwahati,28 Nov 2010,76.0,139,6.0,10,0.546762589928,0.6,0,1,1
720,1275.0,India,won,8 wickets,42.0,won,2nd,New Zealand,Jaipur,1 Dec 2010,77.0,140,7.0,11,0.55,0.636363636364,1,1,0
721,1276.0,India,won,9 wickets,63.0,won,2nd,New Zealand,Vadodara,4 Dec 2010,78.0,141,8.0,12,0.553191489362,0.666666666667,1,1,0
722,1277.0,India,won,5 wickets,7.0,won,2nd,New Zealand,Bangalore,7 Dec 2010,79.0,142,9.0,13,0.556338028169,0.692307692308,1,1,0
723,1278.0,India,won,8 wickets,173.0,lost,2nd,New Zealand,Chennai,10 Dec 2010,80.0,143,10.0,14,0.559440559441,0.714285714286,0,1,0
724,1337.0,India,lost,24 runs,,won,2nd,New Zealand,Napier,19 Jan 2014,117.0,202,11.0,15,0.579207920792,0.733333333333,1,0,0
725,1338.0,India,lost,15 runs,,won,2nd,New Zealand,Hamilton,22 Jan 2014,117.0,203,11.0,16,0.576354679803,0.6875,1,0,0
726,1339.0,India,lost,7 wickets,11.0,won,1st,New Zealand,Hamilton,28 Jan 2014,117.0,204,11.0,17,0.573529411765,0.647058823529,1,0,1
727,1340.0,India,lost,87 runs,,won,2nd,New Zealand,Wellington,31 Jan 2014,117.0,205,11.0,18,0.570731707317,0.611111111111,1,0,0
728,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
729,1188.0,India,lost,5 wickets,9.0,won,1st,Bangladesh,Port of Spain,17 Mar 2007,25.0,53,0.0,0,0.471698113208,,1,0,1
730,1190.0,India,won,5 wickets,6.0,lost,2nd,Bangladesh,Dhaka,10 May 2007,25.0,55,0.0,1,0.454545454545,0.0,0,1,0
731,1191.0,India,won,46 runs,,won,1st,Bangladesh,Dhaka,12 May 2007,26.0,56,1.0,2,0.464285714286,0.5,1,1,1
732,1215.0,India,won,7 wickets,89.0,lost,2nd,Bangladesh,Dhaka,12 Jun 2008,40.0,80,2.0,3,0.5,0.666666666667,0,1,0
733,1218.0,India,won,7 wickets,40.0,lost,2nd,Bangladesh,Karachi,28 Jun 2008,42.0,83,3.0,4,0.506024096386,0.75,0,1,0
734,1255.0,India,won,6 wickets,15.0,lost,2nd,Bangladesh,Dhaka,7 Jan 2010,64.0,120,4.0,5,0.533333333333,0.8,0,1,0
735,1257.0,India,won,6 wickets,42.0,won,2nd,Bangladesh,Dhaka,11 Jan 2010,66.0,122,5.0,6,0.540983606557,0.833333333333,1,1,0
736,1264.0,India,won,6 wickets,116.0,lost,2nd,Bangladesh,Dambulla,16 Jun 2010,70.0,129,6.0,7,0.542635658915,0.857142857143,0,1,0
737,1284.0,India,won,87 runs,,lost,1st,Bangladesh,Dhaka,19 Feb 2011,83.0,149,7.0,8,0.557046979866,0.875,0,1,1
738,1308.0,India,lost,5 wickets,4.0,lost,1st,Bangladesh,Dhaka,16 Mar 2012,99.0,173,8.0,9,0.57225433526,0.888888888889,0,0,1
739,1341.0,India,won,6 wickets,6.0,won,2nd,Bangladesh,Fatullah,26 Feb 2014,117.0,206,8.0,10,0.567961165049,0.8,1,1,0
740,1344.0,India,won,7 wickets,7.0,lost,2nd,Bangladesh,Dhaka,15 Jun 2014,118.0,209,9.0,11,0.564593301435,0.818181818182,0,1,0
741,1345.0,India,won,47 runs,,lost,1st,Bangladesh,Dhaka,17 Jun 2014,119.0,210,10.0,12,0.566666666667,0.833333333333,0,1,1
742,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
743,358.0,Sri Lanka,lost,116 runs,,won,2nd,Australia,Melbourne (Docklands),13 Jan 2006,9.0,19,0.0,0,0.473684210526,,1,0,0
744,360.0,Sri Lanka,won,51 runs,,won,1st,Australia,Sydney,22 Jan 2006,10.0,21,0.0,1,0.47619047619,0.0,1,1,1
745,362.0,Sri Lanka,lost,5 wickets,9.0,won,1st,Australia,Adelaide,26 Jan 2006,11.0,23,1.0,2,0.478260869565,0.5,1,0,1
746,363.0,Sri Lanka,lost,6 wickets,54.0,won,1st,Australia,Perth,29 Jan 2006,11.0,24,1.0,3,0.458333333333,0.333333333333,1,0,1
747,366.0,Sri Lanka,won,22 runs,,won,1st,Australia,Adelaide,10 Feb 2006,12.0,27,1.0,4,0.444444444444,0.25,1,1,1
748,367.0,Sri Lanka,lost,167 runs,,lost,2nd,Australia,Sydney,12 Feb 2006,13.0,28,2.0,5,0.464285714286,0.4,0,0,0
749,368.0,Sri Lanka,lost,9 wickets,27.0,won,1st,Australia,Brisbane,14 Feb 2006,13.0,29,2.0,6,0.448275862069,0.333333333333,1,0,1
750,391.0,Sri Lanka,lost,7 wickets,44.0,won,1st,Australia,St George's,16 Apr 2007,25.0,52,2.0,7,0.480769230769,0.285714285714,1,0,1
751,393.0,Sri Lanka,lost,53 runs,,lost,2nd,Australia,Bridgetown,28 Apr 2007,26.0,54,2.0,8,0.481481481481,0.25,0,0,0
752,400.0,Sri Lanka,lost,128 runs,,lost,2nd,Australia,Sydney,8 Feb 2008,30.0,61,2.0,9,0.491803278689,0.222222222222,0,0,0
753,402.0,Sri Lanka,lost,63 runs,,lost,2nd,Australia,Perth,15 Feb 2008,31.0,63,2.0,10,0.492063492063,0.2,0,0,0
754,404.0,Sri Lanka,lost,24 runs,,won,2nd,Australia,Melbourne,22 Feb 2008,31.0,65,2.0,11,0.476923076923,0.181818181818,1,0,0
755,406.0,Sri Lanka,won,13 runs,,won,1st,Australia,Melbourne,29 Feb 2008,31.0,67,2.0,12,0.462686567164,0.166666666667,1,1,1
756,458.0,Sri Lanka,won,1 wickets,34.0,lost,2nd,Australia,Melbourne,3 Nov 2010,60.0,119,3.0,13,0.504201680672,0.230769230769,0,1,0
757,459.0,Sri Lanka,won,29 runs,,won,1st,Australia,Sydney,5 Nov 2010,61.0,120,4.0,14,0.508333333333,0.285714285714,1,1,1
758,460.0,Sri Lanka,lost,8 wickets,170.0,won,1st,Australia,Brisbane,7 Nov 2010,62.0,121,5.0,15,0.512396694215,0.333333333333,1,0,1
759,467.0,Sri Lanka,lost,7 wickets,71.0,won,1st,Australia,Pallekele,10 Aug 2011,66.0,128,5.0,16,0.515625,0.3125,1,0,1
760,468.0,Sri Lanka,lost,8 wickets,70.0,won,1st,Australia,Hambantota,14 Aug 2011,66.0,129,5.0,17,0.511627906977,0.294117647059,1,0,1
761,469.0,Sri Lanka,won,78 runs,,lost,1st,Australia,Hambantota,16 Aug 2011,66.0,130,5.0,18,0.507692307692,0.277777777778,0,1,1
762,470.0,Sri Lanka,lost,5 wickets,132.0,won,1st,Australia,Colombo (RPS),20 Aug 2011,67.0,131,6.0,19,0.511450381679,0.315789473684,1,0,1
763,471.0,Sri Lanka,won,4 wickets,18.0,won,2nd,Australia,Colombo (RPS),22 Aug 2011,67.0,132,6.0,20,0.507575757576,0.3,1,1,0
764,483.0,Sri Lanka,lost,5 runs,,won,2nd,Australia,Perth,10 Feb 2012,71.0,144,7.0,21,0.493055555556,0.333333333333,1,0,0
765,484.0,Sri Lanka,won,8 wickets,101.0,lost,2nd,Australia,Sydney,17 Feb 2012,71.0,145,7.0,22,0.489655172414,0.318181818182,0,1,0
766,486.0,Sri Lanka,won,3 wickets,4.0,lost,2nd,Australia,Hobart,24 Feb 2012,73.0,147,8.0,23,0.496598639456,0.347826086957,0,1,0
767,488.0,Sri Lanka,won,9 runs,,won,1st,Australia,Melbourne,2 Mar 2012,74.0,149,9.0,24,0.496644295302,0.375,1,1,1
768,489.0,Sri Lanka,lost,15 runs,,lost,2nd,Australia,Brisbane,4 Mar 2012,75.0,150,10.0,25,0.5,0.4,0,0,0
769,490.0,Sri Lanka,won,8 wickets,34.0,lost,2nd,Australia,Adelaide,6 Mar 2012,75.0,151,10.0,26,0.496688741722,0.384615384615,0,1,0
770,491.0,Sri Lanka,lost,16 runs,,won,2nd,Australia,Adelaide,8 Mar 2012,76.0,152,11.0,27,0.5,0.407407407407,1,0,0
771,507.0,Sri Lanka,lost,107 runs,,lost,2nd,Australia,Melbourne,11 Jan 2013,83.0,168,11.0,28,0.494047619048,0.392857142857,0,0,0
772,508.0,Sri Lanka,won,8 wickets,59.0,won,2nd,Australia,Adelaide,13 Jan 2013,83.0,169,11.0,29,0.491124260355,0.379310344828,1,1,0
773,509.0,Sri Lanka,won,4 wickets,180.0,lost,2nd,Australia,Brisbane,18 Jan 2013,84.0,170,12.0,30,0.494117647059,0.4,0,1,0
774,510.0,Sri Lanka,lost,32 runs,,won,2nd,Australia,Hobart,23 Jan 2013,85.0,171,13.0,31,0.497076023392,0.41935483871,1,0,0
775,514.0,Sri Lanka,won,20 runs,,lost,1st,Australia,The Oval,17 Jun 2013,86.0,175,13.0,32,0.491428571429,0.40625,0,1,1
776,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
777,359.0,Sri Lanka,won,94 runs,,lost,1st,South Africa,Brisbane,17 Jan 2006,9.0,20,0.0,0,0.45,,0,1,1
778,361.0,Sri Lanka,lost,9 runs,,lost,2nd,South Africa,Adelaide,24 Jan 2006,11.0,22,1.0,1,0.5,1.0,0,0,0
779,364.0,Sri Lanka,lost,5 wickets,29.0,won,1st,South Africa,Perth,31 Jan 2006,11.0,25,1.0,2,0.44,0.5,1,0,1
780,365.0,Sri Lanka,won,76 runs,,won,1st,South Africa,Hobart,7 Feb 2006,11.0,26,1.0,3,0.423076923077,0.333333333333,1,1,1
781,378.0,Sri Lanka,lost,78 runs,,won,2nd,South Africa,Ahmedabad,24 Oct 2006,18.0,39,2.0,4,0.461538461538,0.5,1,0,0
782,388.0,Sri Lanka,lost,1 wickets,10.0,won,1st,South Africa,Providence,28 Mar 2007,23.0,49,2.0,5,0.469387755102,0.4,1,0,1
783,437.0,Sri Lanka,won,55 runs,,lost,1st,South Africa,Centurion,22 Sep 2009,47.0,98,2.0,6,0.479591836735,0.333333333333,0,1,1
784,477.0,Sri Lanka,lost,258 runs,,lost,2nd,South Africa,Paarl,11 Jan 2012,69.0,138,3.0,7,0.5,0.428571428571,0,0,0
785,478.0,Sri Lanka,lost,5 wickets,8.0,lost,1st,South Africa,East London,14 Jan 2012,69.0,139,3.0,8,0.496402877698,0.375,0,0,1
786,479.0,Sri Lanka,lost,4 runs,,won,1st,South Africa,Bloemfontein,17 Jan 2012,69.0,140,3.0,9,0.492857142857,0.333333333333,1,0,1
787,480.0,Sri Lanka,won,5 wickets,8.0,lost,2nd,South Africa,Kimberley,20 Jan 2012,69.0,141,3.0,10,0.489361702128,0.3,0,1,0
788,481.0,Sri Lanka,won,2 wickets,1.0,won,2nd,South Africa,Johannesburg,22 Jan 2012,70.0,142,4.0,11,0.492957746479,0.363636363636,1,1,0
789,521.0,Sri Lanka,won,180 runs,,lost,1st,South Africa,Colombo (RPS),20 Jul 2013,89.0,182,5.0,12,0.489010989011,0.416666666667,0,1,1
790,522.0,Sri Lanka,won,17 runs,,won,1st,South Africa,Colombo (RPS),23 Jul 2013,90.0,183,6.0,13,0.491803278689,0.461538461538,1,1,1
791,523.0,Sri Lanka,lost,56 runs,,lost,2nd,South Africa,Pallekele,26 Jul 2013,91.0,184,7.0,14,0.494565217391,0.5,0,0,0
792,524.0,Sri Lanka,won,8 wickets,36.0,lost,2nd,South Africa,Pallekele,28 Jul 2013,91.0,185,7.0,15,0.491891891892,0.466666666667,0,1,0
793,525.0,Sri Lanka,won,128 runs,,won,1st,South Africa,Colombo (RPS),31 Jul 2013,92.0,186,8.0,16,0.494623655914,0.5,1,1,1
794,540.0,Sri Lanka,lost,75 runs,,lost,2nd,South Africa,Colombo (RPS),6 Jul 2014,103.0,201,9.0,17,0.512437810945,0.529411764706,0,0,0
795,541.0,Sri Lanka,won,87 runs,,won,1st,South Africa,Pallekele,9 Jul 2014,103.0,202,9.0,18,0.509900990099,0.5,1,1,1
796,542.0,Sri Lanka,lost,82 runs,,lost,2nd,South Africa,Hambantota,12 Jul 2014,104.0,203,10.0,19,0.512315270936,0.526315789474,0,0,0
797,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
798,340.0,Sri Lanka,won,50 runs,,won,1st,West Indies,Dambulla,2 Aug 2005,1.0,1,0.0,0,1.0,,1,1,1
799,342.0,Sri Lanka,lost,33 runs,,lost,2nd,West Indies,Colombo (RPS),6 Aug 2005,3.0,3,1.0,1,1.0,1.0,0,0,0
800,375.0,Sri Lanka,won,9 wickets,220.0,lost,2nd,West Indies,Mumbai (BS),14 Oct 2006,16.0,36,1.0,2,0.444444444444,0.5,0,1,0
801,389.0,Sri Lanka,won,113 runs,,lost,1st,West Indies,Providence,1 Apr 2007,23.0,50,2.0,3,0.46,0.666666666667,0,1,1
802,407.0,Sri Lanka,lost,1 wickets,0.0,lost,1st,West Indies,Port of Spain,10 Apr 2008,32.0,68,3.0,4,0.470588235294,0.75,0,0,1
803,408.0,Sri Lanka,lost,7 wickets,27.0,lost,1st,West Indies,Port of Spain,12 Apr 2008,32.0,69,3.0,5,0.463768115942,0.6,0,0,1
804,461.0,Sri Lanka,won,8 wickets,27.0,won,2nd,West Indies,Colombo (SSC),3 Feb 2011,62.0,122,3.0,6,0.508196721311,0.5,1,1,0
805,462.0,Sri Lanka,won,26 runs,,lost,1st,West Indies,Colombo (SSC),6 Feb 2011,63.0,123,4.0,7,0.512195121951,0.571428571429,0,1,1
806,516.0,Sri Lanka,lost,6 wickets,73.0,lost,1st,West Indies,Kingston,28 Jun 2013,87.0,177,5.0,8,0.491525423729,0.625,0,0,1
807,518.0,Sri Lanka,won,39 runs,,lost,1st,West Indies,Port of Spain,7 Jul 2013,88.0,179,5.0,9,0.491620111732,0.555555555556,0,1,1
808,,Team,Result,Margin,BR,Toss,Bat,Opposition,Ground,StartDate,cum_wins,counter,cum_h2h_wins,counter_h2h,Pct_win,Pct_head_to_head_win,0,0,0
809,339.0,Sri Lanka,won,3 wickets,10.0,lost,2nd,India,Dambulla,30 Jul 2005,0.0,0,0.0,0,,,0,1,0
810,341.0,Sri Lanka,won,4 wickets,12.0,lost,2nd,India,Dambulla,3 Aug 2005,2.0,2,1.0,1,1.0,1.0,0,1,0
811,343.0,Sri Lanka,won,18 runs,,won,1st,India,Colombo (RPS),9 Aug 2005,3.0,4,2.0,2,0.75,1.0,1,1,1
812,347.0,Sri Lanka,lost,152 runs,,lost,2nd,India,Nagpur,25 Oct 2005,7.0,8,3.0,3,0.875,1.0,0,0,0
813,348.0,Sri Lanka,lost,8 wickets,178.0,lost,1st,India,Mohali,28 Oct 2005,7.0,9,3.0,4,0.777777777778,0.75,0,0,1
814,349.0,Sri Lanka,lost,6 wickets,23.0,won,1st,India,Jaipur,31 Oct 2005,7.0,10,3.0,5,0.7,0.6,1,0,1
815,350.0,Sri Lanka,lost,4 wickets,26.0,lost,1st,India,Pune,3 Nov 2005,7.0,11,3.0,6,0.636363636364,0.5,0,0,1
816,351.0,Sri Lanka,won,5 wickets,14.0,won,2nd,India,Ahmedabad,6 Nov 2005,7.0,12,3.0,7,0.583333333333,0.428571428571,1,1,0
817,352.0,Sri Lanka,lost,7 wickets,91.0,lost,1st,India,Rajkot,9 Nov 2005,8.0,13,4.0,8,0.615384615385,0.5,0,0,1
818,353.0,Sri Lanka,lost,5 wickets,63.0,won,1st,India,Vadodara,12 Nov 2005,8.0,14,4.0,9,0.571428571429,0.444444444444,1,0,1
819,383.0,Sri Lanka,won,5 runs,,lost,1st,India,Rajkot,11 Feb 2007,20.0,44,4.0,10,0.454545454545,0.4,0,1,1
820,384.0,Sri Lanka,lost,5 wickets,21.0,won,1st,India,Margao,14 Feb 2007,21.0,45,5.0,11,0.466666666667,0.454545454545,1,0,1
821,385.0,Sri Lanka,lost,7 wickets,36.0,lost,1st,India,Visakhapatnam,17 Feb 2007,21.0,46,5.0,12,0.45652173913,0.416666666667,0,0,1
822,387.0,Sri Lanka,won,69 runs,,lost,1st,India,Port of Spain,23 Mar 2007,22.0,48,5.0,13,0.458333333333,0.384615384615,0,1,1
823,401.0,Sri Lanka,won,8 wickets,12.0,won,2nd,India,Canberra,12 Feb 2008,30.0,62,6.0,14,0.483870967742,0.428571428571,1,1,0
824,403.0,Sri Lanka,lost,2 wickets,5.0,won,1st,India,Adelaide,19 Feb 2008,31.0,64,7.0,15,0.484375,0.466666666667,1,0,1
825,405.0,Sri Lanka,lost,7 wickets,106.0,lost,1st,India,Hobart,26 Feb 2008,31.0,66,7.0,16,0.469696969697,0.4375,0,0,1
826,412.0,Sri Lanka,lost,6 wickets,19.0,won,1st,India,Karachi,3 Jul 2008,35.0,73,7.0,17,0.479452054795,0.411764705882,1,0,1
827,413.0,Sri Lanka,won,100 runs,,lost,1st,India,Karachi,6 Jul 2008,35.0,74,7.0,18,0.472972972973,0.388888888889,0,1,1
828,414.0,Sri Lanka,won,8 wickets,91.0,lost,2nd,India,Dambulla,18 Aug 2008,36.0,75,8.0,19,0.48,0.421052631579,0,1,0
829,415.0,Sri Lanka,lost,3 wickets,62.0,lost,1st,India,Dambulla,20 Aug 2008,37.0,76,9.0,20,0.486842105263,0.45,0,0,1
